,Rating,Comments,overall,negative,neutral,positive,compound
217,★★★★,"The greatest show. For a movie about the artistry of misdirection it's worth noting that this is probably the most straightforward and less visually embellished of all the Nolan projects. It's still masterfully made and the text painting approach to the narrative arcs equating to the steps of a magic trick is really clever, just think the actual prestige part isn't as impressive as the film wanted to be.",4.0,0.052,0.823,0.125,0.7573
218,★★★½,This is like exhausting to watch I feel like I've run 5k,3.5,0.161,0.516,0.323,0.3612
219,★★★★★,100/100,5.0,0.0,1.0,0.0,0.0
220,★★★★★,"If you were to see a 2nd Nolan film in my Top 100, its this one.",5.0,0.0,0.886,0.114,0.2023
221,★★★★,ARE YOU WATCHING CLOSELY!!!!?!?!?!?!??!!?!?!,4.0,0.0,1.0,0.0,0.0
222,★★★★★,THE THIRD ACT IS CALLED THE PRESTIGE,5.0,0.0,1.0,0.0,0.0
223,★★★★★,Twisted - to a point I never knew existed,5.0,0.0,1.0,0.0,0.0
224,★★★★½,"batman, wolverine and black widow all in the same movie... the serve",4.5,0.0,1.0,0.0,0.0
225,★★★★★,", I still love you, baby.",5.0,0.0,0.417,0.583,0.6369
226,★★★★½,What a geeky movie...Does anyone know how much magic lessons cost? Asking for a friend,4.5,0.101,0.696,0.203,0.3818
227,★★★★★,Please fool me again.,5.0,0.403,0.278,0.319,-0.1531
228,★★★★½,Florida man kills himself 20 times and dies the 21st time by the man he hanged in prison.,4.5,0.298,0.702,0.0,-0.7783
229,★★★★½,i'd recognize christian bale's lips anywhere...,4.5,0.0,1.0,0.0,0.0
230,★★★★½,will always be my fav nolan film alongside memento,4.5,0.0,0.727,0.273,0.4588
231,★★★★½,i wish christian bale could say abracadabra and magically give me more brain cells and all my hair back after nolan scalped me,4.5,0.0,0.886,0.114,0.4019
232,★★★★½,The whole bird metaphor.. where one had to die to get replaced by a replica. FUCKING GENIUS,4.5,0.206,0.794,0.0,-0.5994
233,★★★★½,what the fuck,4.5,0.636,0.364,0.0,-0.5423
234,★★½,anyway this was fine but i figured out christian bale's part of the ending before it was revealed so either i've seen too many nolan movies or that makeup was...not good,2.5,0.0,0.842,0.158,0.6428
235,★★★★½,Astonishing brilliance in all areas of filmmaking.,4.5,0.0,0.606,0.394,0.5994
236,★★★★,WOW,4.0,0.0,0.0,1.0,0.5859
237,★★★★★,Another Nolan masterpiece,5.0,0.0,0.328,0.672,0.6249
238,★★,feels wrong to rate a movie that features both ricky jay and david bowie this low but at a certain point midness becomes unforgivable.,2.0,0.147,0.748,0.104,-0.0226
239,★★★★★,"Absolutely my favorite Nolan film so far. As confusing as anything in the plot may be, it's just too damn good. The screenplay is masterful, every twist and turn has an impact on the plot, Nolan's direction is spectacular, and the ending is mindblowing. Couldn't have been more satisfied",5.0,0.084,0.757,0.159,0.6606
240,★★★★★,"After the shitty day I had, needed this film. One of my personal favourites. Never fails to amaze me. Nolan's best.",5.0,0.223,0.552,0.225,0.0212
241,★★★★½,imagine if Prince had played Tesla,4.5,0.0,0.676,0.324,0.34
242,★★★★★,YEAAA NOLAN FUCKING ROCKKKS OHHH YEAAAAAA OH YEAAA THIS IS SO GOOD,5.0,0.0,0.775,0.225,0.4927
243,★★★★½,michael caine really likes magicians huh,4.5,0.0,0.618,0.382,0.4754
244,★★★★½,i aspire to be as petty as these motherfuckers,4.5,0.205,0.795,0.0,-0.2023
245,★★★★½,9/10,4.5,0.0,1.0,0.0,0.0
246,★★★★½,I completley forgot how much I love this film. The prestige does everything I love about christopher nolans films as it is very thought provoking and suspensful. I thought that the story about two magicians rivalry and how the are trying to top one another is fantastic,4.5,0.039,0.705,0.256,0.9139
247,★★★★★,HOLY SHIT!,5.0,0.796,0.204,0.0,-0.5983
248,★★★★★,hugh jackman really is the greatest showman huh,5.0,0.0,0.611,0.389,0.6666
249,★★★★★,Attack of the Clones,5.0,0.508,0.492,0.0,-0.4767
250,★★★★½,this was WILD. i honestly did not see that ending coming,4.5,0.0,0.75,0.25,0.4588
251,★★★★★,"Farewell, Mr. Bowie. Thanks for all the magic.",5.0,0.0,0.707,0.293,0.4404
252,★★★★★,This is my favorite Nolan. :),5.0,0.0,0.4,0.6,0.7184
253,★★★★★,"This was UNBELIEVABLE. I can't decide between five and four and a half, but I think I'll go with five just because I'm such a nice guy. I might end up changing it though. I absolutely adore Bale and Jackman in this. Can't decide which one is my #MCM. The monologue that the movie ends on is absolutely brilliant too. Who knew such a good film could be made about some goofy ass English magicians.",5.0,0.055,0.712,0.233,0.9481
254,★★★★★,Introduced my kids to this masterpiece today. They loved it. And I liked it better than ever!,5.0,0.0,0.448,0.552,0.941
255,★★★★½,James' Recommendations List,4.5,0.0,1.0,0.0,0.0
256,★★★★½,"I am bewildered by this story. Not sure if I want to know all of the secrets, because I'm not sure if I would like to be underwhelmed.",4.5,0.18,0.733,0.087,-0.1645
257,★★★★★,me (sobbing): I LOVE YOU TOO!!,5.0,0.0,0.42,0.58,0.7592
258,★★★★,He really was the greatest showman.,4.0,0.0,0.528,0.472,0.6666
259,★★★★★,July Ranked,5.0,0.0,1.0,0.0,0.0
260,★★★★★,15th times a charm :) really needed this rewatch tonight. always makes me feel better,5.0,0.0,0.561,0.439,0.8225
261,★★★★★,brilliant brilliant brilliant. newest induction into the five star club !!! i actually will never get over this movie. ever !!!,5.0,0.0,0.575,0.425,0.9269
262,★★★★½,hugh jackman and christian bale were really conflicted with themselves in this one!,4.5,0.0,1.0,0.0,0.0
263,★★★★½,best and satisfying endings Nolan has cooked up :),4.5,0.0,0.37,0.63,0.8807
264,★★★★,christopher nolan making me feel like a stupid bitch again,4.0,0.459,0.382,0.159,-0.6908
265,★★★★★,Grade: A+,5.0,0.0,1.0,0.0,0.0
266,★★★★,who told scarlett johansson her british accent was good i just wanna talk,4.0,0.0,0.791,0.209,0.4404
267,★★★★★,Blew my mind! Their intense rivalry leading to that ending was both exhilarating and awesome to watch at the same time!,5.0,0.0,0.675,0.325,0.8264
268,★★★★★,well FUCK my mind is blown,5.0,0.41,0.387,0.203,-0.4824
269,★★★★★,"cemented Nolan as an integral director in our society, delivering once again a fantastically written and paced story. Not only that, but his narrative genius and two incredible performances from Bale and Jackman added to the uncanny yet riveting atmosphere created.",5.0,0.0,0.94,0.06,0.3612
270,★★★★★,"Well Done, Christopher Nolan.",5.0,0.0,0.588,0.412,0.2732
271,★★★★,"2nd best film I've ever seen from Christopher Nolan. Great acting, cast, story and plotwist. The man has a lot of talent.",4.0,0.0,0.619,0.381,0.9022
272,★★★★★,ABRACADABRA BITCH,5.0,0.792,0.208,0.0,-0.5859
273,★★★★,literally what the fuck,4.0,0.538,0.462,0.0,-0.5423
274,★★★★★,"A masterfully performed magic trick, sorry, illusion, in cinematic form.",5.0,0.263,0.737,0.0,-0.128
275,★★★★½,to stick around to see if my theories were correct,4.5,0.0,1.0,0.0,0.0
276,★★★★½,A cannot wait to see this again.,4.5,0.0,1.0,0.0,0.0
277,★★★★★,"Impeccably crafted to the point where it becomes a point of pride in re-watching, admiring, and piecing together the obviousness.",5.0,0.0,0.773,0.227,0.6124
278,★★★★★,men just always have to one up each other,5.0,0.0,1.0,0.0,0.0
279,★★★★★,Just mindblowing. It's strange watching it the second time round knowing the secrets but it's a completely different but delightful experience. I do wish that I could watch films like these with fresh eyes sometimes though. Nolan's a genius. Simple.,5.0,0.029,0.649,0.321,0.9427
280,★★★★½,Nolan's one truly great film.,4.5,0.0,0.3,0.7,0.7906
281,★★★★,"A brilliantly directed film by Chris Nolan (as usual really). An enthralling tale of deceit, deception and obsession, with a great central performance from Christian Bale and well backed up by the ever present Michael Cain. Only bad points are Scarlett Johansson and Hugh Jackman's accents. P.S - any film with a David Bowie cameo gets a massive thumbs up from me!",4.0,0.167,0.677,0.156,-0.2003
282,★★★★★,to out do the other. this was just a super fun watch and i highly recommend this to anyone who hasn't seen it.,5.0,0.0,0.643,0.357,0.8748
283,★★★½,in order of release,3.5,0.0,1.0,0.0,0.0
284,★★★★★,This film is always damn good. I showed it to my grandpa today and he enjoyed it. I just wanted to see his reaction to the ending. The acting is awesome as it has 3 of my favorite actors and 2 great actresses. Rebecca Hall is so dang underrated. She is Oscar worthy in this film. This movie is so edge of your seat and I love it so much. You have to pay attention to the first shot otherwise you miss details. I get something new every time. It is top 5 Nolan for sure!!!,5.0,0.051,0.686,0.263,0.9771
285,★★★★½,"i would never reveal my true thoughts about this movie, as you so foolishly thought i would. my wit and insight will forever be lost to time.",4.5,0.273,0.727,0.0,-0.8046
286,★★★★★,"To me, the greatest filmmaker. My biggest inspiration.",5.0,0.0,0.441,0.559,0.8225
287,★★★★,and i failed,4.0,0.767,0.233,0.0,-0.5106
288,★★★★½,someone needs to stop me from watching so many Christopher Nolan films because i love them all and i hate myself for it,4.5,0.21,0.641,0.149,-0.1779
289,★★★★,hot magicians? lies,4.0,0.583,0.417,0.0,-0.4215
290,★★★★,rebecca hall army rise up!!!,4.0,0.0,1.0,0.0,0.0
291,★★★★★,WOAHHHH MIND NUMB!!! nolan u are so crazy cool i love u ur crazy wow wowowowowow ur mind is so large give me just a sliver of ur mind just one piece,5.0,0.217,0.511,0.272,0.5192
292,★★★★★,"this is insanely amazing what the fuck, the looks on MY face were hilarious every time the plot progressed",5.0,0.135,0.615,0.25,0.4588
293,★★★★,Alfred Borden: Abracadabra.,4.0,0.0,1.0,0.0,0.0
294,★★★★★,Chills. Chills every time,5.0,0.0,1.0,0.0,0.0
295,★★★½,7/10,3.5,0.0,1.0,0.0,0.0
296,★★★★,the most confusing thing about this is trying to grasp the fact that hugh jackman is the one doing an accent not christian bale,4.0,0.087,0.913,0.0,-0.2944
297,★★★★★,"Fun fact: The editing includes one hundred forty-six time jump cuts, in which the next shot either flashes back or skips ahead to another time period of the storyline, this averages to almost one timeline jump per minute of movie",5.0,0.051,0.874,0.076,0.2732
298,★★½,"all of this is still quality mainstream - with some amazing images, though take the final construction as you want, a sleight of hand in the worst case, a fall beyond the own cleverness.",2.5,0.098,0.624,0.278,0.7579
299,★★★★,me: :0,4.0,0.0,1.0,0.0,0.0
300,★★★★½,Best of 2006,4.5,0.0,0.323,0.677,0.6369
301,★★★★★,"My new favorite Nolan film? Yep, my new favorite Nolan film",5.0,0.0,0.494,0.506,0.802
302,★★★★,angrier,4.0,1.0,0.0,0.0,-0.5106
303,★★★★½,me loading the gun: I SAID WHERE IS IT,4.5,0.255,0.745,0.0,-0.34
304,★★★★½,IN FRONT OF MY SALAD???,4.5,0.0,1.0,0.0,0.0
305,★★★★★,"Holy shit, that was amazing.",5.0,0.346,0.288,0.365,0.0516
306,★★★½,i aspire to be as petty as hugh jackman and christian bale are in this film,3.5,0.114,0.886,0.0,-0.2023
307,★★★★★,"Christopher Nolan while making this movie: ""A real magician creates something new something that people will scratch their heads over!!!",5.0,0.0,0.865,0.135,0.4545
308,★★★★½,is the greatest show,4.5,0.0,0.417,0.583,0.6369
309,½,"no jokes im seriously convinced this is one of the worst movies ive ever seen, how the FUCK does it have a 4.1",0.0,0.371,0.486,0.143,-0.8192
310,★★★★★,"i can't believe i fucking ADORED this film of logan and bruce wayne deceiving the audience, trying to ruin each other's magic tricks and competing for david bowie's invention",5.0,0.319,0.681,0.0,-0.8687
311,★,please feel free to comment bc i really don't get what the hell is it that impressed everyone so much,1.0,0.163,0.53,0.307,0.4767
312,★★★★½,Christopher Nolan can do no wrong,4.5,0.57,0.43,0.0,-0.6486
313,★★★★½,"Amazing and I love this movie so much, but am I the only one wondering why Angier literally chose to keep commiting ritual suicide and then being regenerated each evening instead of just keeping one double like Borden did?",4.5,0.132,0.695,0.174,0.0
314,★★★★★,This makes Now You See Me looks like Teletubbies.,5.0,0.0,0.762,0.238,0.3612
315,★★★★★,my brain hurts,5.0,0.608,0.392,0.0,-0.4767
316,★★★★½,disappointed it took so long for me to finally watch this,4.5,0.237,0.763,0.0,-0.4767
317,★★★★,This movie was just 2 magicians trolling each other for 2 hours. Definitely liked it better than tenet.,4.0,0.0,0.607,0.393,0.8126
318,★★★★½,Kojima moment,4.5,0.0,1.0,0.0,0.0
319,★★★★★,just two besties obsessed with each other,5.0,0.221,0.779,0.0,-0.1779
320,★★★★½,Real magicians punching the air rn...,4.5,0.0,1.0,0.0,0.0
321,★★★★★,my dad thinks christopher nolan is a psychopath,5.0,0.0,1.0,0.0,0.0
322,★★★★½,bro....,4.5,0.0,1.0,0.0,0.0
323,★★★★★,Bumped up to 5 stars!,5.0,0.0,1.0,0.0,0.0
324,★★★½,Took my a while to get into this one but by the time it ended I was fully on board.,3.5,0.0,1.0,0.0,0.0
325,★★★,"would have cost much less time and effort to simply kill the other man, dont they have any idea how easy it was to get away with murders back then?",3.0,0.225,0.699,0.075,-0.7783
326,★★★★,shoutout to Rick for reminding me to watch this one lmao S4 EP8,4.0,0.0,0.755,0.245,0.5994
327,★★★★½,abracadabra babey,4.5,0.0,1.0,0.0,0.0
328,★★★★★,"The Prestige is the exact reason I love Christopher Nolan movies. He invokes my sense of wonder. He does things that no one else is doing, which challenges himself and others. I showed this to the ole bag and she really liked it. She loves a good mystery, a good twist. This delivers the goods, and is primed for a rewatch.",5.0,0.032,0.707,0.261,0.9422
329,★★★★½,also me: WHAT THE FUCK?!,4.5,0.0,1.0,0.0,0.0
330,★★★★★,WHAT THE FUCK?!?!?!?!!??,5.0,0.0,1.0,0.0,0.0
331,★★★★½,9.7/10.,4.5,0.0,1.0,0.0,0.0
332,★★★★,"This time I noticed like no other how often and how early different characters are essentially SHOUTING the twist at each other. People who guessed it in advance just listened better, but it doesn't make the movie ""bad"" -- it actually has characters literally speak to each other about how the world is simple and horrible and twists make things seem possible again for a moment until you ruin it.",4.0,0.148,0.805,0.047,-0.8705
333,★★★★★,"films are a 5/5 for me, but this one gets a 6/5.",5.0,0.0,1.0,0.0,0.0
334,★★★★,This movie stole my wig and all of my top hats,4.0,0.0,0.847,0.153,0.2023
335,★★★★★,ABRACADABRA IM ON THE FLOOR,5.0,0.0,1.0,0.0,0.0
336,★★★,isn't scarlet just amazing?,3.0,0.506,0.494,0.0,-0.4717
337,★★★★½,"Rewatching this movie makes it better than it already was. Compared to other Nolan movies *cough* Inception *cough* you can admire every single twist, turn and detail that leads to the movie's climax.",4.5,0.0,0.838,0.162,0.7184
338,★★★★,"my dad is drafting an angry letter to christopher nolan right now yelling at him for making tesla seem like a ""quack""",4.0,0.133,0.766,0.101,-0.2023
339,★★★★★,hugh jackman can eat me alive. just fucking kill me.,5.0,0.32,0.513,0.167,-0.5256
340,★★★★★,Best super hero movie ever.,5.0,0.0,0.146,0.854,0.9136
341,★★★★½,"Christian Bale, Hugh Jackman & Michael Caine gives excellent performances in this awesome Christopher Nolan movie with a surprising twist at the end!",4.5,0.0,0.621,0.379,0.8994
342,★★★★,"Watching the film this time, it was incredible to see how the pieces fit so well together: the art direction, the cinematography, the acting, the direction, the music, the brilliant non-linear script. The film is amazing on all accounts and that the magic here is essentially a metaphor for film itself makes the payoff even better as the twists are revealed at the end. The film's human themes are strong too, transcending the subject of magic and becoming something ubiquitous and somewhat scary.",4.0,0.03,0.774,0.196,0.9445
343,★★★★½,Watched on Movies Anywhere.,4.5,0.0,1.0,0.0,0.0
344,★★★★½,Jackman!,4.5,0.0,1.0,0.0,0.0
345,★★★★★,"I'm genuinely speechless, what a masterpiece. I'm definitely going to be watching more Nolan films.",5.0,0.0,0.638,0.362,0.7783
346,★★★★★,"And that, is the real prestige.",5.0,0.0,1.0,0.0,0.0
347,★★★★★,"Honestly, the plot has the stomach-churning, the bottom falls out your heart with dread effect of Oldboy",5.0,0.143,0.714,0.143,0.0
348,★★★★★,Mind definitely blown. I wanna rewatch right now and pick up on everything I missed.,5.0,0.138,0.692,0.17,0.128
349,★★★★★,well... fuck,5.0,0.778,0.222,0.0,-0.5423
350,★★★★★,"just the fact that someone out there had the thought to make a movie this expertly and near impeccably crafted.. wow, i am at a loss for words. the prestige is the embodiment of genius and masterful film-making. as simple as that.",5.0,0.053,0.858,0.088,0.3612
351,★★★★★,Discussed on Episode 34 of the Feelin' Film Podcast,5.0,0.0,1.0,0.0,0.0
352,★★★★★,I'm speechless.,5.0,0.0,1.0,0.0,0.0
353,★★★★★,best movie ever i think,5.0,0.0,0.417,0.583,0.6369
354,★★★★½,Christopher Nolan Ranked,4.5,0.0,1.0,0.0,0.0
355,★★★★★,"Fellas is it gay to become bitter rivals who constantly one up each other through betrayal, sacrifice and obsession in pursuit of becoming the best magician the world has ever seen???",5.0,0.234,0.663,0.103,-0.6531
356,★★★★,BATMAN vs WOLVERINE > BATMAN vs SUPERMAN,4.0,0.0,1.0,0.0,0.0
357,★★★★,"Perhaps Nolan's most precise and calculated effort. Subsequently, the big reveals grow more unsettling the longer you dwell on them.",4.0,0.0,0.927,0.073,0.128
358,★★★★½,9/10,4.5,0.0,1.0,0.0,0.0
359,★★★★★,This is just genius filmmaking. Nolan's best.,5.0,0.0,0.588,0.412,0.6369
360,★★★★½,"Basic premise of the film- two grown men steal each others diaries, get jealous and start a prank war. And man was it entertaining.",4.5,0.316,0.594,0.091,-0.802
361,★★★★,One of the better Nolan films,4.0,0.0,0.633,0.367,0.4404
362,★★★★★,i aint ever seen 2 pretty twins...nvm that dont sound right,5.0,0.247,0.753,0.0,-0.3875
363,★★★★★,this movie is truly the most amazing movie i have ever seen and i will never get tired of it. ever. i love it more than i love myself,5.0,0.0,0.529,0.471,0.9571
364,★★★★½,the prestige is to the illusionist what old dogs is to wild hogs,4.5,0.0,1.0,0.0,0.0
365,★★★★½,"fooled myself by thinking that i was, indeed, watching closely",4.5,0.245,0.755,0.0,-0.3818
366,★★★★½,"An underrated Nolan movie. People mention Interstellar, The Dark Knight, Inception when they talk about their favorite Nolan movie, but they don't often mention The Prestige. The Prestige is actually a competently made movie. The twists are really great and it just so fun to rewatch it because you can see all the twists coming. Jackman and Bale are amazing as two really ambitious magicians.",4.5,0.0,0.713,0.287,0.9793
367,★★★★½,Easily Nolan's best. Full of his most colourful and fully realised characters and truly kaleidoscopic in a way a film about magic should be.,4.5,0.0,0.667,0.333,0.8591
368,★★★★★,"In my case, I was not watching it closely enough hahaha.",5.0,0.0,0.714,0.286,0.5574
369,★★★★,christopher nolan how about you make a movie i can understand for a fucking change?,4.0,0.0,1.0,0.0,0.0
370,★★★★,Nolan really thought he was slick putting a beard and chubby cheeks on Christian Bale and thinking nobody would notice huh,4.0,0.0,1.0,0.0,0.0
371,★★★★,"""Abracadabra""",4.0,0.0,1.0,0.0,0.0
372,★★★★★,magic is terrifying,5.0,0.649,0.351,0.0,-0.5719
373,★★,enough.,2.0,0.0,1.0,0.0,0.0
374,★★★★,"A great meditation on magic and obsession, even if I've seen it too many times to be shocked anymore. Supremely well done and slightly out of character for Nolan.",4.0,0.125,0.612,0.263,0.7351
375,★★★★,This movie is truly magical. Every re-watch adds more to the story and empowers it.,4.0,0.0,0.828,0.172,0.4404
376,★★★★½,4/5,4.5,0.0,1.0,0.0,0.0
377,★★★,christopher nolan never fails to make me have literally no idea what's going on in any of his movies,3.0,0.102,0.79,0.108,0.0341
