,Rating,Comments,overall,negative,neutral,positive,compound
179,★★★½,Nolans least rewatchable film... And probably his worst. It's still pretty good. Probably a 4 star movie but watching it again adds nothing so just don't rewatch it.,3,0.086,0.777,0.137,0.128
180,★★★★,not much of a visual sense though,4,0.0,1.0,0.0,0.0
181,★★★★,it didn't feel like a nolan film but i still really enjoyed it,4,0.101,0.583,0.317,0.6525
182,★★★★,"While it may not be the deepest or most thought provoking psychological thriller, ""Insomnia"" ultimately works as well as it does due to the terrific performances of the cast. Al Pacino and Hilary Swank are terrific as usual but it's Robin Williams who steals the show as the menacing and creepy antagonist. Christopher Nolan direction is strong and has certain sequences that will surely have you gripping the edge of your seat. A rather underrated crime thriller.",4,0.149,0.653,0.198,0.2049
183,★★★½,"Coyly subverts cop-drama expectations and turns the typical cat-and-mouse game on its head, although the final act still needlessly succumbs to unwanted action tropes.",3,0.076,0.924,0.0,-0.2263
184,★★★½,"Though Nolan's mystery drama is a well-crafted work of film driven by an outstanding Al Pacino, the story is far too straightforward for both my taste in murder mysteries and my expectations of Christopher Nolan. Nonetheless, I will not attempt to deny what this film does get right, which is a few solid performances, an interesting story that is capable of making you feel as though you have secrets to hide, and solid direction as always from one of the best directors around. It's an entertaining and well-written drama, but if you're a fan of Nolan's mind-blowing twists, you won't be quite as satisfied.",3,0.037,0.771,0.192,0.9285
185,★★★★½,Who has Two Thumbs and Loves Blowjobs?,4,0.0,0.619,0.381,0.5719
186,★★½,"Christopher Nolan is the consummate plain yogurt director. ""Insomnia"" is a pulpy haze of webbed shadows, but the safety net is always present. Al Pacino is the gruff, dogged cop with weathered eyes and a dodgy temperament. Physically, he is present, but otherwise the actor looks to be spiritually someplace else. And nothing is more upsetting than Hilary Swank playing a version of Amanda Peet.",2,0.034,0.83,0.137,0.8023
187,★★★★,Now just let me get some sleep..,4,0.0,1.0,0.0,0.0
188,★★★½,Gunda,3,0.0,1.0,0.0,0.0
189,★★★½,Christopher Nolan Ranked,3,0.0,1.0,0.0,0.0
190,★★★½,"Definitely worth the watch for Robin William's performance. It is not bad for one of Nolan's early works, but I don't see myself rewatching it.",3,0.0,0.801,0.199,0.4981
191,★★★★½,Nolan is a genius,4,0.0,1.0,0.0,0.0
192,★★½,This is just an another average thriller but watchable for the subtle performances of Al Pacino and Robin Williams.,2,0.0,0.938,0.062,0.0516
193,★★★★,Gosh Williams is outstanding in this film. I judged Pacino for too long he is always so good,4,0.0,0.66,0.34,0.829
194,★★★½,dunkaccino!,3,0.0,1.0,0.0,0.0
195,★★,"Like he strikes me as someone that wouldn't laugh if he saw someone fall on ice but if there was a killer pun about cinema with a great punchline, he would do a light chuckle then find himself one day remembering it while brushing his teeth in front of the mirror",2,0.154,0.671,0.175,0.3156
196,★★★★,"Robin Williams could've killed a dozen people right in front of me and still convinced me it didn't happen with the power of his kind, soothing voice.",4,0.129,0.63,0.241,0.4404
197,★★★½,When they're running across those logs it's like Frogger and Robin Williams is a GAMER.,3,0.0,0.839,0.161,0.3612
198,★★★,For as original and mind-bending a lot of Christopher Nolan's movies are...this surely feels a lot like Se7en (by David Fincher)? Does anyone else agree with me in that this just feels so similar to that?,3,0.0,0.74,0.26,0.8611
199,★★½,so boring bruh oh my god come on chris wtaf bro,2,0.189,0.657,0.153,-0.1263
200,★★★½,"Solid crime thriller, doesn't reinvent the wheel but is held together by strong performances from Al Pacino and Robin Williams. Could tell Nolan didn't write this, but that's not necessarily bad",3,0.058,0.667,0.275,0.8164
201,★★★★,Also quite the irony of watching this when TENET got delayed again lol.,4,0.209,0.618,0.173,0.1082
202,★★★★½,UNDERRATED,4,0.0,1.0,0.0,0.0
203,★★★★,"TENET hype got me to finally watch this early Christopher Nolan film, and man I have no idea why I waited this long to watch this film! Pacino and Williams' dialogues were perfectly written and this script was way more than a standard cop mystery. Still, somehow thinking of more recent Nolan films I thought of a twist that was going to happen but then it didn't, but when the credits rolled I was nevertheless wholly impressed.",4,0.02,0.849,0.13,0.8655
204,★★★½,"Not Nolan's best movie but still great with good story, unique setting and solid performances by all the cast.",3,0.076,0.525,0.399,0.8811
205,★★,please why is this so boring..........,2,0.0,0.685,0.315,0.3182
206,★★★★½,"I'm not ready to give this 5 stars but that doesn't change the fact that this movie is fantastic! It's comlex, it's layered and it's very well written. Great performances and of course the directing from Nolan is incredible. This just further proves my opinion that he is the best director of all time.",4,0.022,0.689,0.289,0.9704
207,★★★★,"P.S. Now with this and the short ""Doodlbug"" I've now seen all of Christopher Nolan's films to date.",4,0.0,1.0,0.0,0.0
208,★★★½,7/10,3,0.0,1.0,0.0,0.0
209,★★★½,"Yeah, that ending sequence sure is worse than the rest of the film. Though the rest is really good, so it don't necessarily have to say so much about the ending. But it kind of does anyway.",3,0.071,0.754,0.176,0.5563
210,★★★★,R.I.P Robin Williams. HUGE loss,4,0.276,0.36,0.364,0.186
211,★★★★½,#Insomnia,4,0.0,1.0,0.0,0.0
212,★★★½,"One of Nolan's stronger films, IMO. He doesn't try to do too much and creates a beautiful recreation of a story with a parallelism between guilt and insomnia...hehe",3,0.066,0.662,0.271,0.7579
213,★★★½,Solid movie with an incredible performance from both Al Pacino and robin Williams.,3,0.0,0.882,0.118,0.1531
214,★★★,"Kind of underwhelming considering the cast and crew. The fact that Nolan made this between Memento and Batman Begins, a completely unique take on the psychological thriller and then a completely unique take on a superhero movie, makes Insomnia even less impressive. Insomnia is a good thriller, but I just don't think it's as great as one would expect.",3,0.0,0.803,0.197,0.8751
215,★★★,Solid Nolan film.,3,0.0,0.556,0.444,0.1531
216,★★★,A murder mystery that has zero mystery and tension. The sleepy small town atmosphere is nice and makes it feel a bit different from the other Nolan movies.,3,0.213,0.701,0.085,-0.6369
217,★★★½,B+,3,0.0,1.0,0.0,0.0
218,★★★½,"A super underrated film. Tough to compete with most of Mr Nolan's ouevre but it isn't his worst film as some would have you believe. There's plenty to like about it. This review really seems to be damning with faint praise but I think it's a very solid thriller with excellent performances and an intriguing premise. I'll get around to the original eventually, I'm sure.",3,0.051,0.595,0.354,0.9798
219,★★★½,Decent 7,3,0.0,1.0,0.0,0.0
220,★★★½,"A different outing from Christopher Nolan, abs a very effective remake. The ensemble cast is terrific but obviously Al Pacino and Robin Williams are the standouts. Delivering tense and layered performances that elevate the already strong script. Couple that with the unique location of Alaska during its endless summer Period and you have a recipe for success.",3,0.047,0.744,0.209,0.8921
221,★★★★½,What a great performance by both Al Pacino and Robin Williams. And of course the most underrated movie by Christopher Nolan.,4,0.0,0.823,0.177,0.6249
222,★★★½,"Insomnia isn't anything particularly novel or special, but Nolan uses the sleeplessness of Pacino's character to his advantage, creating a gradual loss of control as the film progresses, and using light to create suspense, instead of darkness, which is always very cool.",3,0.187,0.574,0.239,0.437
223,★★★★,"Alaska looks beautiful, what a great setting for any movie. You get Williams, Pacino, and Swank. Oh and Pacino is slowly losing his mind, great performance.",4,0.073,0.588,0.339,0.8885
224,★★★★★,"Like Seven, but under a microscope, and ten floodlights for good measure. Beautiful, lite-brite neo noir. And some damn fine acting to boot.",5,0.105,0.504,0.39,0.8625
225,★★½,this film gave me insomnia due to how boring it was,2,0.187,0.813,0.0,-0.3182
226,★★★½,he's so sleepy!,3,0.0,1.0,0.0,0.0
227,★★★½,boxd.it/5hKTQ,3,0.0,1.0,0.0,0.0
228,★★½,"So desperately wants to be a Fincher movie, but fails in just about every department",2,0.32,0.68,0.0,-0.6855
229,★★½,i love you chris nolan but what was this,2,0.0,0.729,0.271,0.3818
230,★★★★,Insomnia and Memento >>>> Inception and Tenet,4,0.0,1.0,0.0,0.0
231,★★★,"(2008), with Christian Bale and Heath Ledger dueling each other.",3,0.0,1.0,0.0,0.0
232,★★★★,Loved it once again.,4,0.0,0.435,0.565,0.5994
233,★★★,Christine Nolan Ranked,3,0.0,1.0,0.0,0.0
234,★★★½,Low key totally bonkers Pacino performance.,3,0.296,0.704,0.0,-0.2732
235,★★★½,"This is still just a solid watch. There's good ""unleashed detective"" stuff. The Pacino-Williams scenes don't disappoint. The chase scenes stand out. I think what impresses me the most is that the Robin Williams character is 2 steps ahead and 80000 IQ smarter. Really interesting stuff.",3,0.0,0.7,0.3,0.9307
236,★★★½,Well... watching Good Will Hunting will never be the same,3,0.0,0.756,0.244,0.4404
237,★★★★,"when that 18 year old hit on 62 year old al pacino,,,yeah",4,0.0,1.0,0.0,0.0
238,★★★½,7/10,3,0.0,1.0,0.0,0.0
239,★★★½,"A well made thriller with great execution and direction (of course), filled with some excellent performances.",3,0.0,0.493,0.507,0.8834
240,★★★½,of them all,3,0.0,1.0,0.0,0.0
241,★★★,"Al Pacino throwing a curve ball in this movie. Instead of giving us his usual crazy eyes, he gives us drowsy eyes.",3,0.101,0.798,0.101,0.0
242,★★★½,Robin Williams playing the creepy bad guy is such a rare occurrence but he does such a good job,3,0.105,0.651,0.244,0.4588
243,★★★★½,Underrated Nolan film. Man was just tryna sleep,4,0.0,1.0,0.0,0.0
244,★★★½,"Far from Nolan's best, but still a good film in it's own right. Al Pacino and Robin Williams deliver some damn solid performances and are backed by some decent writing and an intriguing plot. I can't help but feel like parts and elements of this have been done better by other films, but this is not by any means a bad movie. It's not an essential Nolan film, but I enjoyed it.",3,0.124,0.643,0.233,0.8344
245,★★★,"It's a regular cop-chases-a-killer story. As cliched as it sounds, I'll say it anyway, this, undoubtedly is Nolan's anomaly, probably the worst per his standards, yet notches above the mediocre noir films.",3,0.12,0.88,0.0,-0.6249
246,★★★★½,and sets Nolan on a journey to be a phenomenal filmmaker.,4,0.0,1.0,0.0,0.0
247,★★★,"Everything about Robin Williams' character elevates this film, but unfortunately be doesn't really come in until at least an hour into the film. As far as English-language remakes go, it's not terrible.",3,0.085,0.823,0.091,0.0595
248,★★,I was waiting for Al Pacino to whisper ''Insomnia'' at the end of the movie.,2,0.0,1.0,0.0,0.0
249,★★★★,Christopher Nolan Ranked,4,0.0,1.0,0.0,0.0
250,★★★★,"Intense script, enjoyable watch, cat and mouse chasing the killier of a girl in some very pretty Alaskan location. Who will survive? Could watch again.",4,0.0,0.732,0.268,0.7713
251,★★★½,"Also, what happened to Maura Tierney, and why isn't she in everything?",3,0.0,1.0,0.0,0.0
252,★★★½,Al Pacino in this movie is like me when I take Ambien before work.,3,0.0,0.828,0.172,0.3612
253,★★★★,One of Pacino's most memorable latter day performances. Shows that when he works with a top director that he can still be near to the top of his game.,4,0.0,0.878,0.122,0.3818
254,★★★★,". Truly, the most standout aspect of this project is Robin Williams' performance as the serial killer, churning out a chillingly disturbing performance that overshadows Al Pacino tenfold.",4,0.227,0.687,0.087,-0.6908
255,★★★½,"Polished, adult commercial filmmaking, much more than the straightforward procedural I was expecting.",3,0.0,1.0,0.0,0.0
256,★★★,Robin Williams is the Gollum to Al Pacino's Smeagol. I'm only kind of joking.,3,0.0,0.89,0.11,0.1548
257,★★,"This didn't feel like a Nolan movie. It wasn't necessarily bad, but it wasn't really good either in my opinion.",2,0.218,0.698,0.084,-0.4703
258,★★★★,"This gets better every time I see it, only Christopher Nolan could pull a performance this good out of an aging Al Pacino while Robin Williams is excellent.",4,0.0,0.697,0.303,0.8743
259,★★★★½,Pacino and Williams (RIP) are what acting is all about.,4,0.0,1.0,0.0,0.0
260,★★★★,Pay close attention to Williams performance in this.,4,0.167,0.833,0.0,-0.1027
261,★★★½,"Surprising, gripping thriller, with good performances - one of Robin Williams's least-talked-about ones, unfortunately, but he's brilliantly creepy in it.",3,0.066,0.541,0.394,0.8176
262,★★★½,"This was the last Nolan film left for me to see, and I really enjoyed it. Pacino is Pacino and Williams does a good job portraying the killer. Nolan's use of the camera and editing here adds to the thrill of the film, having us question every object and fact- thus achieving what a mystery/ psychological thriller should do. Shot in a beautiful location, and entertaining. 7.6/10",3,0.055,0.723,0.222,0.8977
263,★★★★★,"It's always good to start a Sunday with a piece of good film-making. Even though his body of work is still pretty limited, Chris Nolan remains one of those directors I hold dear to my heart. Always keen on hopping genres and experimenting... and always delivering.",5,0.036,0.698,0.266,0.9042
264,★★★★,"Also, its nice to see Pacino actually in a good film this side of the millennium.",4,0.0,0.695,0.305,0.6908
265,★★★,"The story was a bit predictable, especially the 3rd act. I really couldn't have told you this was directed by Nolan unless I was told before hand. Thoroughly ""meh"", and Swank actually might be a dude. Fact.",3,0.0,0.909,0.091,0.4939
266,★★★★½,"Perhaps me giving this 4.5 is my film bro moment, but I don't care, I really fucking enjoyed this film!",4,0.134,0.583,0.284,0.5936
267,★★★★,seeing robin williams play a murderer was weird but intriguing,4,0.35,0.506,0.143,-0.3506
268,★★★½,nooo al pacino sleep deprivation is bad you must sleeeep,3,0.441,0.559,0.0,-0.743
269,★★★,Nolan's least Nolan film. Al Pacino sleepy.,3,0.0,1.0,0.0,0.0
270,★★½,"This movie seems ordinary and trivial, I guess expectations do sell us short.",2,0.091,0.909,0.0,-0.0258
271,★★½,A decent thriller nothing great but worth a one time watch.,2,0.365,0.529,0.106,-0.449
272,★★★½,im sorry Nolan...I can only suspend my disbelief so much...there is no way in hell that Robin Williams is successfully navigating over that log river,3,0.315,0.591,0.094,-0.7553
273,★★★★,What? The main character's wife is alive? NotMyNolan,4,0.0,0.703,0.297,0.4515
274,★★★,This is a good movie.,3,0.0,0.508,0.492,0.4404
275,★★★½,me tomorrow when my alarm goes off,3,0.286,0.714,0.0,-0.34
276,★★★,one of the worst nolan's movies.,3,0.451,0.549,0.0,-0.6249
277,★★★★,at least now he can sleep!,4,0.0,1.0,0.0,0.0
278,★½,It's not Al anymore. It's Sleep.,1,0.0,1.0,0.0,0.0
279,★★★★,"of course, not what i was expecting from nolan but i quite enjoyed it. i've decided, i'd like chris to direct a horror movie.",4,0.162,0.577,0.261,0.4748
280,★★★★,8/10,4,0.0,1.0,0.0,0.0
281,★★★,"An okay lil crime thriller. Al Pacino gives an unexpectedly spectacular performance, but just about everything else about this movie is pretty middling. What really holds it back, imo, are some of the most basic editing choices, both with regards to what should be extremely simple two-shot conversations between two characters, but also action sequences. It's downright frantic and very annoying- I felt myself almost getting a headache in the first half an hour.",3,0.122,0.795,0.084,-0.6297
282,★★★½,Jokes aside I thought it was a lot of cool buildup with a long and drawn out conclusion. Probably my favorite Robin Williams performance.,3,0.0,0.711,0.289,0.743
283,★★★★,That shitty mob movie actor must have been really excited to work with the grandmaster Nolan.,4,0.177,0.69,0.133,-0.228
284,★★★½,I like Nolan's timey-wimey stuff more but this is still intriguey-weegy! Also his name is Dormer! Spanish/Latin irony!,3,0.069,0.793,0.139,0.3239
285,★★★½,Nothing about this film blows me away but that doesn't mean it's not a damn good movie.,3,0.155,0.7,0.144,-0.0572
286,★★★½,episode.,3,0.0,1.0,0.0,0.0
287,★★★,"I thought it had slight technical issues, but I liked it.",3,0.0,0.684,0.316,0.5719
288,★★★½,"Pretty compelling concept and good acting, just felt like it didn't live up to its full potential. Still enjoyed it, though!",3,0.0,0.532,0.468,0.92
289,★★½,This is just not it Nolan,2,0.0,1.0,0.0,0.0
290,★★★½,tried being david fincher and failed,3,0.398,0.602,0.0,-0.5106
291,★★½,pretty boring and confusing ngl,2,0.447,0.213,0.34,0.0
292,★★★★½,the SENIOR CITIZENS are FIGHTING !,4,0.468,0.532,0.0,-0.5461
293,★★★½,Dark secrets hidden in hours of daylight. Pacino plays deliriously tired damn well.,3,0.299,0.481,0.219,-0.3612
294,★★★★,Twin Peaks,4,0.0,1.0,0.0,0.0
295,★★★★,-NOLAN,4,0.0,1.0,0.0,0.0
296,★★★★,"had forgotten how deliciously creepy robin william's performance is in this movie. what a guy, what an actor.",4,0.096,0.758,0.146,0.25
297,★★★★,go to bed,4,0.0,1.0,0.0,0.0
298,★★★,"It's not as memorable as Nolan's other films, so it may feel a little bland in comparison",3,0.0,1.0,0.0,0.0
299,★★★½,It made me sleepy,3,0.0,1.0,0.0,0.0
300,★★★½,A pretty solid & underrated crime thriller.,3,0.327,0.093,0.579,0.1779
301,★★★½,eventually.,3,0.0,1.0,0.0,0.0
302,★★★½,R.I.P LEGEND,3,0.0,1.0,0.0,0.0
303,★★★,"This movie is always entertaining and not entirely run-of-the-mill, but it also doesn't reach for anything really intriguing to me.",3,0.053,0.855,0.093,0.2117
304,★★★★,Wow. This is a very good movie. The characters are good al Pacino's character is unbelievable! The entirety of this film is stressful and thrilling and I love it! Unfortunately the editing isnt great. And there were a couple characters I didnt love. Overall I honestly believe nolan is unable to make a bad movie,4,0.197,0.487,0.317,0.8778
305,★★★★,Happy 80th birthday to the legend himself.,4,0.0,0.619,0.381,0.5719
306,★★★,I just kept waiting for the big reveal and it never came. THE REVEAL NEVER CAME.,3,0.0,1.0,0.0,0.0
307,★★★★,"It's a somewhat slow and straight forward Thriller, that only Nolan and co could elevate into something worthy of anyones time. Simple but elegant delivery.",4,0.0,0.699,0.301,0.7662
308,★★½,Was not expecting this great of a performance from this era of Pacino's career but he knocks it out of the park.,2,0.0,0.872,0.128,0.4474
309,★★★★½,the way that this film so nails the feeling of having to go about your day while your brain is screaming at you because you haven't slept hits way too close to home and feels like a personal attack and mr Nolan will be hearing from my attorney,4,0.108,0.812,0.081,-0.3477
310,★★★½,"Good remake. Hot take, but I prefer serious actor Robin Williams so much more than zany, comedic Williams.",3,0.068,0.656,0.276,0.6647
311,★★★★,Love this film. Great performances all around. Pacino is so good. Williams is incredible. Swank is amazing. If you haven't seen it add it to your watchlist now and pretty please watch it soon!,4,0.0,0.564,0.436,0.9707
312,★★★★,Pacino and Williams excel and their dynamic is compelling and unique.,4,0.0,0.516,0.484,0.7579
313,★★★★,"STOP IGNORING THIS FILM'S PRESENCE, GOD.",4,0.49,0.3,0.21,-0.4215
314,★★★★½,"A fantastic thriller. Along the same lines as Prisoners and Silence of the Lambs. The pacing is not in a hurry, but captures you in a way only Nolan can. Gorgeously shot too with Wally Pfister behind the lens.",4,0.051,0.76,0.189,0.7003
315,★★★½,sklept,3,0.0,1.0,0.0,0.0
316,★★★,"Though I found Insomnia insipid, I don't think it's a bad movie. It just didn't impress me.",3,0.281,0.571,0.148,-0.3728
317,★★★★,"What a great thriller. I'm not sure how much the gimmick adds to it, but it is well-executed, nonetheless. Pacino is great, Swank is great, and Robin Williams is amazing. Lots of twists and turns, and a fun slow burn.",4,0.026,0.542,0.432,0.9781
318,★½,this was boring as hell even tho i love the cast but anyway if al threatened me i would personally die,1,0.454,0.461,0.086,-0.9042
319,★★★½,"It's certainly not a bad film nor is it a great one. But, compared to Nolan's other work it's just a movie that doesn't seem to fit in with his otherwise outstanding work.",3,0.136,0.63,0.233,0.5921
320,★★★,NOW THIS IS POD RACING!,3,0.0,1.0,0.0,0.0
321,★★★½,"This film is a bit of an outlier in Nolan's filmography. Small scale, very little action, very few twists, just a straight-forward murder mystery. Or is it? There's really not a lot to say about this movie, it's never really bad, but it's never great either. The titular insomnia is under-used, and that's a shame. It's a better than average crime movie, but it's not extraordinary.",3,0.21,0.714,0.076,-0.9063
322,★★★★½,What a fucking amazing film! This is by far one of Nolan's best movies and I put it in My Top 3 along with Interstellar and Memento! Wow. Robin Williams and Al Pacino have jaw dropping performances here. What a beautifully crafted film! This movie reminds about why Nolan is one of the best directors of our time.,4,0.0,0.679,0.321,0.9741
323,★★★★,"""Insomnia"" is a dark, nuanced, and thought-provoking slow burn of a crime thriller from Christopher Nolan that features a smart and interesting story, brilliant sense of tone and place, and two great performances from Al Pacino and Robin Williams.",4,0.073,0.622,0.305,0.8807
324,★★★★,"Truly inspired casting, forcing restraint on two of the era's most renown scenery-feasters. We, the audience, know that primal wildness is in there, barely contained, desperate to explode. Nolan exploits that in such a genius manner.",4,0.106,0.747,0.147,0.3976
325,★★★,:3,3,0.0,0.0,1.0,0.5106
326,★★★½,This was better than I was expecting but I think it lost a little by watching it so soon after the original. It was interesting to see what little details they kept the exact same as the original when they changed some pretty big character moments.,3,0.053,0.665,0.282,0.9144
327,★★★★,"I actually hadn't heard of this one from Nolan until I saw it expiring from Netflix. Anyway, it's a decent cop thriller. Hillary Swank is good, Al Pacino turns in a good performance. I always like Robin Williams in roles that kind of blur the lines between good and evil, and he makes a good villain here.",4,0.12,0.647,0.233,0.6705
328,★★★★,"is still an investing crime film with a thoroughly intriguing plot, well developed characters, good tension, and two great performances from Al Pacino and the late Robin Williams. Christopher Nolan has yet to make a film I didn't like.",4,0.167,0.635,0.198,0.3514
329,★★★★½,"Unfairly criticized for simply being a remake in the first place, Nolan makes all the right changes for a mass audience while still making a black and bleak modern noir with one of Pacino's better modern performances.",4,0.067,0.856,0.078,0.1027
330,★★★½,"As much as I did like it, the film could have been significantly better. When you are watching it, it does seem like it could be a really dull, stretched out film and while it doesn't seem like much is going on, it manages to move along at a brisk pace and remains captivating.",3,0.05,0.75,0.2,0.791
331,★★★,"However, Pacino gives an incredible performance.",3,0.0,1.0,0.0,0.0
332,★★★,"One of Nolan's weakest films, though nevertheless holds up nicely. Interesting and engrossing twists and turns amongst the plot, ordinary casting, only two or three satisfactory actors that forthrightly lunged the story forward to a reputable film. The incongruent settings contrasting against each were a strong central point for the film, credit to the production designer for that.",3,0.049,0.743,0.208,0.8658
333,★★★★½,fantastic movie,4,0.0,0.217,0.783,0.5574
334,★★★★★,"al pacino chewing gum to cure anxiety, THAT'S ME!!",5,0.222,0.778,0.0,-0.3147
335,★★★½,GOOD,3,0.0,0.0,1.0,0.4404
336,★★½,Had high expectations but pretty underwhelming.,2,0.0,0.538,0.462,0.6486
337,★★★½,The editing wasn't goo tho,3,0.0,1.0,0.0,0.0
338,★★★★½,"A really solid film on all accounts. I've been giving a lot of 4.5s lately, but I'm proud to if they're all this solid.",4,0.0,0.651,0.349,0.8242
339,★★★,"Dude could have just gotten some melatonin, would've been out in minutes.",3,0.0,1.0,0.0,0.0
340,★★★,"Nolan's worst is still pretty good. Pacino, Swank, and Robin Williams in a boiling pot of Nolan's mind bender stew.",3,0.156,0.611,0.233,0.25
341,★★★★,two of the greatest actors to ever live plus the scenery make this a fantastic movie,4,0.0,0.606,0.394,0.8573
342,★★★½,Nolan Ranking,3,0.0,1.0,0.0,0.0
343,★★★★,"As always, Rest In Peace Robin Williams.",4,0.0,0.632,0.368,0.5423
344,★★★½,poor lil sleep deprived al pacino :(,3,0.695,0.305,0.0,-0.8442
345,★★★★,Christopher Nolan Movies Ranked,4,0.0,1.0,0.0,0.0
346,★★★½,Gaslighting me about not sleeping for 7 days,3,0.0,1.0,0.0,0.0
347,★★½,"also this is my 100th first watch of the year :,)",2,0.0,1.0,0.0,0.0
348,★★★,"Suspenful thriller. Look at director, cast, and executive producers. I enjoyed it. Al Pacino was great being Al Pacino. Beautiful backdrop for movie.",3,0.0,0.586,0.414,0.9136
349,★★★½,This didn't feel like a Nolan film at all but it was still pretty good,3,0.075,0.531,0.394,0.8222
350,★★★★½,It's so weird to see Robin Williams as a bad guy. I mean I'm so used to seeing him in stuff like Mrs. Doubtfire and Good Will Hunting. This shows that he is capable of quite a great range. I thought it was super cool how much they drew parallels between characters that were so different at their fundamental levels. I loved the discussion of how corruption is caused one tiny step at a time. And a discussion of whether or not the ends justify the means and whether or not there become a multiplicity of ends from one means. Incredible film.,4,0.049,0.752,0.199,0.9517
351,★★★½,Production: American > Norwegian (American had more than 2000 times the budget though),3,0.0,1.0,0.0,0.0
352,★★★,just buy a sleep mask Al,3,0.0,1.0,0.0,0.0
353,★★★,Midsommar,3,0.0,1.0,0.0,0.0
354,★,Made by and for idiots. Ashamed to have watched,1,0.279,0.721,0.0,-0.4767
355,★★★★½,This did feel more Fincher than Nolan though... not that this is a bad thing.,4,0.212,0.788,0.0,-0.5423
356,★★★,That was very David Fincher.,3,0.0,1.0,0.0,0.0
357,★★★½,daylight noir <3,3,0.0,0.408,0.592,0.4404
358,★★,Meh,2,1.0,0.0,0.0,-0.0772
359,★★★½,Robin Williams as a bad guy seems strange to me.,3,0.431,0.569,0.0,-0.6486
360,★★★★,"Robin Williams was about as natural a villain as anybody else, and now I need to cry for a bit after remembering his talents.",4,0.229,0.582,0.188,-0.296
361,★★★★,"I loved this movie before, but now that I have been working overnights for more than two years, I truly understand how accurate the level of sleep deprivation is when facing difficulties with daylight sleeping only.",4,0.156,0.694,0.151,-0.0516
362,★★★,"Guy who has only seen Twin Peaks, watching his second mystery: Getting a lot of 'Twin Peaks' vibes from this...",3,0.0,1.0,0.0,0.0
363,★★★★,"Everybody is Al Pacino saying "" let me sleep"" in the last scene every morning.",4,0.0,1.0,0.0,0.0
364,★★★★,Detective Dormer try to sleep challenge,4,0.0,0.794,0.206,0.0772
